,Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
319,48.0,220.0,144.0,52.0,-117.08,32.59,2.3929,134400.0,NEAR OCEAN
320,48.0,112.0,2967.0,528.0,-120.06,39.01,4.0714,437500.0,INLAND
321,48.0,151.0,198.0,41.0,-121.48,39.05,4.5625,100000.0,INLAND
322,49.0,77.0,268.0,78.0,-121.23,37.94,1.125,150000.0,INLAND
323,49.0,140.0,365.0,102.0,-123.08,40.4,1.7969,37500.0,INLAND
324,49.0,106.0,191.0,52.0,-119.02,35.39,2.0455,72500.0,INLAND
325,49.0,154.0,266.0,62.0,-122.33,39.1,2.25,75000.0,INLAND
326,49.0,115.0,337.0,55.0,-117.27,33.93,3.1042,164800.0,INLAND
327,49.0,114.0,227.0,35.0,-121.93,37.78,3.1591,434700.0,<1H OCEAN
328,49.0,149.0,273.0,49.0,-121.23,37.78,4.8229,158300.0,INLAND
329,49.0,116.0,343.0,50.0,-121.22,38.04,5.5376,212500.0,INLAND
330,50.0,108.0,337.0,102.0,-116.9,34.69,0.4999,55000.0,INLAND
331,50.0,222.0,143.0,41.0,-118.22,33.79,1.7,104200.0,NEAR OCEAN
332,50.0,198.0,337.0,65.0,-118.36,34.21,1.8929,152900.0,<1H OCEAN
333,50.0,157.0,161.0,40.0,-117.99,33.81,2.2,153100.0,<1H OCEAN
334,50.0,118.0,287.0,57.0,-120.35,37.86,2.3056,162500.0,INLAND
335,50.0,171.0,207.0,45.0,-119.63,36.18,2.4286,100000.0,INLAND
336,50.0,69.0,260.0,67.0,-116.57,34.0,3.5208,76600.0,INLAND
337,50.0,925.0,247.0,55.0,-118.16,34.07,3.5769,135700.0,<1H OCEAN
338,50.0,170.0,265.0,51.0,-117.88,34.0,3.9375,187500.0,<1H OCEAN
339,50.0,119.0,718.0,98.0,-117.51,34.16,4.1,315000.0,INLAND
340,50.0,137.0,414.0,54.0,-122.13,37.75,4.975,311100.0,NEAR BAY
341,50.0,93.0,238.0,51.0,-117.84,33.76,5.375,215700.0,<1H OCEAN
342,51.0,133.0,204.0,62.0,-121.07,39.2,1.0,90600.0,INLAND
343,51.0,201.0,253.0,50.0,-121.16,38.03,1.4732,156300.0,INLAND
344,51.0,124.0,248.0,68.0,-122.38,37.76,1.4886,450000.0,NEAR BAY
345,51.0,207.0,187.0,49.0,-117.86,33.75,1.8,154200.0,<1H OCEAN
346,51.0,154.0,300.0,47.0,-121.39,38.69,4.0909,108300.0,INLAND
347,51.0,134.0,206.0,44.0,-122.14,37.42,4.15,265000.0,NEAR BAY
348,51.0,141.0,250.0,52.0,-121.76,37.26,4.6458,500001.0,<1H OCEAN
349,52.0,316.0,246.0,57.0,-122.36,37.96,0.716,104200.0,NEAR BAY
350,52.0,71.0,182.0,48.0,-121.94,38.38,1.0208,78600.0,INLAND
351,52.0,151.0,281.0,55.0,-117.12,34.06,1.3906,120800.0,INLAND
352,52.0,308.0,239.0,49.0,-118.23,33.93,1.4028,105400.0,<1H OCEAN
353,52.0,106.0,898.0,259.0,-116.88,34.19,1.6875,225000.0,INLAND
354,52.0,138.0,213.0,44.0,-118.37,34.03,2.125,196400.0,<1H OCEAN
355,52.0,166.0,395.0,70.0,-121.06,36.72,2.2132,100000.0,INLAND
356,52.0,138.0,342.0,58.0,-121.27,38.02,2.9821,155000.0,INLAND
357,52.0,137.0,644.0,129.0,-114.98,33.82,3.2097,71300.0,INLAND
358,52.0,194.0,272.0,49.0,-122.0,38.83,3.4187,98400.0,INLAND
359,52.0,126.0,292.0,38.0,-122.18,37.81,6.3624,483300.0,NEAR BAY
360,53.0,167.0,107.0,79.0,-121.29,37.95,0.7917,22500.0,INLAND
361,53.0,141.0,449.0,151.0,-123.41,40.07,0.8362,87500.0,INLAND
362,53.0,113.0,1961.0,435.0,-120.3,38.9,0.9227,95500.0,INLAND
363,53.0,261.0,248.0,55.0,-118.02,34.62,2.1413,96900.0,INLAND
364,53.0,147.0,433.0,69.0,-118.12,34.23,3.9583,162500.0,INLAND
365,53.0,153.0,370.0,42.0,-122.25,37.39,10.6514,500001.0,NEAR OCEAN
366,54.0,272.0,288.0,86.0,-121.29,37.95,0.696,42500.0,INLAND
367,54.0,188.0,242.0,59.0,-121.86,38.04,1.3958,67500.0,INLAND
368,54.0,98.0,414.0,86.0,-115.9,32.69,1.5417,57500.0,INLAND
369,54.0,191.0,289.0,49.0,-122.83,38.99,1.6833,113900.0,INLAND
370,54.0,123.0,348.0,99.0,-115.72,32.75,2.0938,87500.0,INLAND
371,54.0,115.0,243.0,55.0,-123.18,39.23,2.125,175000.0,<1H OCEAN
372,54.0,171.0,311.0,61.0,-121.2,37.8,4.0972,101800.0,INLAND
373,54.0,179.0,556.0,63.0,-117.78,33.97,8.4411,500001.0,<1H OCEAN
374,54.0,208.0,403.0,48.0,-119.31,34.44,12.632,500001.0,NEAR OCEAN
375,55.0,198.0,333.0,92.0,-119.99,36.09,0.4999,100000.0,INLAND
376,55.0,267.0,167.0,60.0,-118.23,34.0,1.5227,350000.0,<1H OCEAN
377,55.0,198.0,377.0,69.0,-115.64,32.75,1.625,112500.0,INLAND
378,55.0,154.0,335.0,53.0,-121.3,38.09,2.0694,175000.0,INLAND
379,55.0,228.0,175.0,43.0,-122.25,37.79,2.1,75000.0,NEAR BAY
380,55.0,186.0,265.0,55.0,-117.15,34.48,2.125,64800.0,INLAND
381,55.0,142.0,1573.0,272.0,-121.82,36.86,2.1719,420000.0,NEAR OCEAN
382,55.0,150.0,271.0,74.0,-118.09,34.15,2.2321,237500.0,INLAND
383,55.0,149.0,172.0,38.0,-121.44,38.61,2.6442,55000.0,INLAND
384,55.0,168.0,361.0,76.0,-122.41,37.77,3.2292,275000.0,NEAR BAY
385,55.0,241.0,426.0,61.0,-121.85,37.44,7.309,367900.0,<1H OCEAN
386,56.0,266.0,278.0,71.0,-118.18,34.06,0.8941,98200.0,<1H OCEAN
387,56.0,183.0,210.0,56.0,-122.27,37.81,1.1667,112500.0,NEAR BAY
388,56.0,132.0,208.0,78.0,-115.75,35.23,2.5333,75000.0,INLAND
389,56.0,246.0,180.0,43.0,-118.25,33.93,2.85,90000.0,<1H OCEAN
390,56.0,61.0,199.0,41.0,-118.37,33.93,2.8958,245800.0,<1H OCEAN
391,56.0,150.0,301.0,65.0,-116.05,34.12,3.125,65600.0,INLAND
392,56.0,152.0,314.0,61.0,-115.6,33.04,3.3472,91700.0,INLAND
393,56.0,143.0,296.0,63.0,-120.24,39.67,3.625,68600.0,INLAND
394,56.0,149.0,349.0,64.0,-122.12,37.28,5.8691,360000.0,<1H OCEAN
395,56.0,150.0,370.0,62.0,-122.62,37.97,7.7006,316700.0,NEAR OCEAN
396,57.0,131.0,661.0,146.0,-123.32,40.43,0.4999,56700.0,INLAND
397,57.0,112.0,322.0,81.0,-115.96,33.3,1.125,54400.0,INLAND
398,57.0,135.0,290.0,94.0,-116.05,33.33,1.7292,81300.0,INLAND
399,57.0,249.0,174.0,66.0,-118.25,34.06,1.7763,312500.0,<1H OCEAN
400,57.0,248.0,204.0,74.0,-117.11,32.67,1.7961,47500.0,NEAR OCEAN
401,57.0,206.0,472.0,81.0,-115.73,32.8,2.2083,93800.0,INLAND
402,57.0,130.0,282.0,69.0,-119.31,34.38,2.4375,225000.0,NEAR OCEAN
403,57.0,94.0,158.0,43.0,-122.29,37.82,2.5625,60000.0,NEAR BAY
404,57.0,182.0,446.0,73.0,-121.25,38.0,2.8958,135000.0,INLAND
405,57.0,230.0,173.0,42.0,-118.24,33.98,3.0724,110700.0,<1H OCEAN
406,57.0,184.0,352.0,62.0,-117.51,33.97,3.6691,137500.0,INLAND
407,57.0,134.0,393.0,58.0,-121.23,38.12,3.95,178100.0,INLAND
408,57.0,146.0,341.0,64.0,-122.92,39.08,4.0,166300.0,INLAND
409,58.0,130.0,315.0,89.0,-120.46,37.65,1.4464,79200.0,INLAND
410,58.0,119.0,350.0,95.0,-114.94,34.55,1.625,50000.0,INLAND
411,58.0,184.0,354.0,73.0,-118.21,33.93,2.7679,108900.0,<1H OCEAN
412,58.0,144.0,404.0,74.0,-121.61,37.77,4.2083,125000.0,INLAND
413,58.0,158.0,361.0,69.0,-122.19,37.71,5.5461,262500.0,NEAR BAY
414,59.0,252.0,266.0,75.0,-118.22,33.89,2.1211,138100.0,<1H OCEAN
415,59.0,186.0,793.0,148.0,-122.7,39.0,2.3125,162500.0,INLAND
416,59.0,193.0,411.0,74.0,-121.18,37.96,2.5625,146900.0,INLAND
417,59.0,169.0,358.0,65.0,-121.32,39.13,3.0,162500.0,INLAND
418,59.0,293.0,503.0,69.0,-116.99,33.92,3.7083,147500.0,INLAND
419,59.0,184.0,452.0,109.0,-116.27,34.13,3.7292,65800.0,INLAND
420,59.0,119.0,277.0,70.0,-118.42,34.16,4.0208,341700.0,<1H OCEAN
421,59.0,133.0,322.0,48.0,-121.37,38.64,4.6111,139300.0,INLAND
422,60.0,188.0,279.0,59.0,-117.32,34.55,0.8246,91700.0,INLAND
423,60.0,176.0,244.0,52.0,-120.94,37.63,1.425,69400.0,INLAND
424,60.0,196.0,267.0,57.0,-123.19,39.12,2.3125,70000.0,<1H OCEAN
425,60.0,214.0,256.0,66.0,-121.64,36.67,3.0197,137500.0,<1H OCEAN
426,60.0,259.0,381.0,67.0,-118.22,33.97,3.0313,166100.0,<1H OCEAN
427,60.0,302.0,332.0,70.0,-118.16,34.04,3.1895,156300.0,<1H OCEAN
428,60.0,391.0,328.0,68.0,-117.74,33.73,4.1167,87500.0,<1H OCEAN
429,61.0,152.0,241.0,84.0,-123.21,40.51,1.375,48800.0,INLAND
430,61.0,161.0,304.0,63.0,-122.48,38.9,2.1964,112500.0,INLAND
431,61.0,135.0,324.0,61.0,-120.23,37.86,2.4615,137500.0,INLAND
432,61.0,157.0,321.0,71.0,-116.61,33.93,2.8056,68100.0,INLAND
433,61.0,258.0,452.0,103.0,-115.73,33.09,2.9,87500.0,INLAND
434,61.0,175.0,407.0,68.0,-122.18,38.35,6.0266,216700.0,INLAND
435,61.0,128.0,366.0,61.0,-117.67,33.49,8.163,250000.0,<1H OCEAN
436,62.0,152.0,178.0,53.0,-121.01,37.65,0.4999,82500.0,INLAND
437,62.0,246.0,271.0,61.0,-118.43,34.3,1.7062,164600.0,<1H OCEAN
438,62.0,214.0,532.0,111.0,-122.7,39.14,3.3929,108300.0,INLAND
439,62.0,169.0,361.0,63.0,-121.24,37.95,3.7734,63800.0,INLAND
440,62.0,161.0,488.0,63.0,-122.68,38.43,6.0774,334400.0,<1H OCEAN
441,63.0,129.0,346.0,92.0,-119.02,35.38,1.1875,63800.0,INLAND
442,63.0,122.0,540.0,136.0,-115.52,34.22,1.3333,42500.0,INLAND
443,63.0,187.0,350.0,62.0,-120.85,37.55,2.5938,275000.0,INLAND
444,63.0,216.0,296.0,73.0,-122.32,37.93,2.675,22500.0,NEAR BAY
445,63.0,158.0,422.0,63.0,-120.98,37.65,7.3841,172200.0,INLAND
446,64.0,286.0,221.0,63.0,-118.16,33.97,1.9063,175000.0,<1H OCEAN
447,64.0,171.0,1076.0,283.0,-120.09,39.4,2.125,83900.0,INLAND
448,64.0,385.0,241.0,69.0,-121.9,37.34,2.619,212500.0,<1H OCEAN
449,64.0,276.0,349.0,79.0,-118.19,34.05,3.2125,125000.0,<1H OCEAN
450,64.0,266.0,424.0,65.0,-121.77,36.87,3.3472,293800.0,NEAR OCEAN
451,64.0,822.0,330.0,72.0,-115.5,32.75,3.4107,142500.0,INLAND
452,64.0,149.0,319.0,59.0,-118.6,34.07,4.625,433300.0,<1H OCEAN
453,64.0,199.0,582.0,70.0,-117.76,33.81,7.1193,500001.0,<1H OCEAN
454,65.0,180.0,200.0,77.0,-117.12,32.69,1.0658,93800.0,NEAR OCEAN
455,65.0,374.0,307.0,69.0,-118.28,33.77,2.9063,146900.0,<1H OCEAN
456,65.0,164.0,378.0,75.0,-121.27,38.05,3.4107,82800.0,INLAND
457,65.0,228.0,502.0,76.0,-117.55,33.83,4.2386,500001.0,INLAND
458,66.0,178.0,314.0,57.0,-119.81,36.7,1.2404,52500.0,INLAND
459,66.0,192.0,215.0,62.0,-121.0,37.63,1.75,73800.0,INLAND
460,66.0,265.0,366.0,62.0,-118.89,34.33,3.125,375000.0,<1H OCEAN
461,66.0,141.0,1382.0,242.0,-120.15,39.2,4.1016,283300.0,INLAND
462,66.0,287.0,539.0,71.0,-117.9,33.71,6.3427,305200.0,<1H OCEAN
463,67.0,189.0,335.0,76.0,-120.54,37.68,1.2273,87500.0,INLAND
464,67.0,191.0,238.0,,-121.85,36.61,1.3897,125000.0,<1H OCEAN
465,67.0,212.0,319.0,68.0,-116.79,33.99,1.4688,90000.0,INLAND
466,67.0,238.0,352.0,65.0,-121.81,38.84,2.8542,275000.0,INLAND
467,67.0,214.0,321.0,64.0,-117.34,34.0,3.175,101600.0,INLAND
468,67.0,479.0,372.0,68.0,-121.32,35.95,3.5547,200000.0,NEAR OCEAN
469,67.0,190.0,419.0,77.0,-122.14,39.65,3.6429,87500.0,INLAND
470,67.0,117.0,846.0,249.0,-116.44,33.74,7.9885,403300.0,INLAND
471,67.0,151.0,377.0,58.0,-122.64,37.96,9.5551,500001.0,NEAR OCEAN
472,68.0,287.0,299.0,90.0,-118.26,34.03,1.2096,100000.0,<1H OCEAN
473,68.0,194.0,196.0,74.0,-118.26,34.13,1.2188,218800.0,<1H OCEAN
474,68.0,376.0,405.0,86.0,-118.24,34.01,1.7813,127500.0,<1H OCEAN
475,68.0,197.0,436.0,81.0,-120.85,37.77,1.8625,85400.0,INLAND
476,68.0,223.0,337.0,69.0,-122.03,36.97,3.2404,225000.0,NEAR OCEAN
477,68.0,196.0,493.0,76.0,-120.25,37.93,3.375,134100.0,INLAND
478,68.0,167.0,284.0,65.0,-118.18,33.82,4.25,207500.0,NEAR OCEAN
479,68.0,1061.0,144.0,63.0,-122.4,37.77,4.3958,225000.0,NEAR BAY
480,68.0,275.0,503.0,99.0,-118.29,34.36,4.5491,375000.0,INLAND
481,68.0,195.0,336.0,60.0,-121.63,39.15,5.3946,71800.0,INLAND
482,68.0,188.0,446.0,62.0,-117.43,33.55,9.4356,465600.0,<1H OCEAN
483,69.0,120.0,78.0,72.0,-121.9,37.37,1.0938,187500.0,<1H OCEAN
484,69.0,173.0,248.0,86.0,-122.25,38.1,2.3,109400.0,NEAR BAY
485,69.0,194.0,382.0,128.0,-116.28,32.84,2.5179,58800.0,INLAND
486,69.0,240.0,561.0,81.0,-121.23,38.11,3.6312,202800.0,INLAND
487,69.0,251.0,401.0,68.0,-116.86,33.02,4.6518,170200.0,<1H OCEAN
488,69.0,220.0,455.0,70.0,-120.87,37.62,4.8958,142500.0,INLAND
489,69.0,179.0,350.0,57.0,-122.52,37.95,6.2862,500001.0,NEAR BAY
490,70.0,171.0,371.0,71.0,-121.28,37.9,0.9614,55700.0,INLAND
491,70.0,310.0,264.0,72.0,-120.85,37.49,1.4063,61500.0,INLAND
492,70.0,167.0,370.0,84.0,-121.21,37.8,1.4853,101800.0,INLAND
493,70.0,436.0,416.0,110.0,-119.06,34.62,2.2222,262500.0,<1H OCEAN
494,70.0,331.0,197.0,54.0,-116.15,33.69,2.9286,112500.0,INLAND
495,70.0,163.0,299.0,68.0,-117.94,33.78,3.0125,166100.0,<1H OCEAN
496,70.0,148.0,409.0,86.0,-122.41,37.74,3.6687,335000.0,NEAR BAY
497,70.0,167.0,247.0,80.0,-117.77,33.6,3.7059,237500.0,<1H OCEAN
498,70.0,398.0,380.0,91.0,-117.91,33.92,4.7222,208300.0,<1H OCEAN
499,70.0,156.0,305.0,72.0,-118.44,33.99,5.9641,275000.0,<1H OCEAN
500,70.0,182.0,427.0,63.0,-122.08,37.24,11.3283,500001.0,<1H OCEAN
501,71.0,217.0,280.0,71.0,-117.11,32.67,1.4844,83300.0,NEAR OCEAN
502,71.0,213.0,402.0,76.0,-120.08,37.06,1.9063,95800.0,INLAND
503,71.0,213.0,282.0,59.0,-118.99,35.24,2.35,91700.0,INLAND
504,71.0,439.0,225.0,72.0,-118.19,33.78,2.8533,137500.0,NEAR OCEAN
505,71.0,147.0,224.0,70.0,-119.16,34.12,3.6167,280000.0,NEAR OCEAN
506,71.0,247.0,391.0,71.0,-120.93,37.72,4.3864,179500.0,INLAND
507,71.0,249.0,556.0,79.0,-119.69,36.71,4.4583,108300.0,INLAND
508,71.0,203.0,1872.0,281.0,-120.22,39.35,4.5882,198400.0,INLAND
509,71.0,209.0,329.0,72.0,-117.85,33.86,4.6806,187500.0,<1H OCEAN
510,71.0,208.0,432.0,65.0,-122.0,38.35,5.5435,136000.0,INLAND
511,72.0,301.0,188.0,62.0,-122.72,38.44,0.9437,129200.0,<1H OCEAN
512,72.0,188.0,396.0,78.0,-122.72,40.17,1.3889,87500.0,INLAND
513,72.0,225.0,350.0,,-122.23,38.17,1.8942,216700.0,NEAR BAY
514,72.0,202.0,383.0,92.0,-120.92,40.02,2.6458,102500.0,INLAND
515,72.0,225.0,380.0,69.0,-122.95,39.13,3.25,137500.0,INLAND
516,72.0,195.0,471.0,84.0,-120.84,37.92,3.3333,208300.0,INLAND
517,72.0,226.0,523.0,80.0,-121.23,37.99,5.5693,153100.0,INLAND
518,72.0,193.0,395.0,74.0,-121.2,37.81,7.3718,212500.0,INLAND
519,72.0,244.0,570.0,76.0,-121.81,37.38,12.3292,416700.0,<1H OCEAN
520,73.0,160.0,459.0,95.0,-115.91,33.36,0.922,67500.0,INLAND
521,73.0,284.0,424.0,78.0,-119.56,36.1,1.5313,43800.0,INLAND
522,73.0,200.0,403.0,72.0,-122.03,36.97,1.6923,262500.0,NEAR OCEAN
523,73.0,160.0,300.0,72.0,-121.21,37.8,2.1786,120800.0,INLAND
524,73.0,139.0,509.0,103.0,-122.26,38.57,2.1979,152800.0,INLAND
525,73.0,277.0,337.0,69.0,-119.37,36.47,2.3438,100000.0,INLAND
526,73.0,268.0,324.0,70.0,-118.41,34.0,2.55,271400.0,<1H OCEAN
527,73.0,236.0,510.0,84.0,-119.36,35.55,2.7,125000.0,INLAND
528,73.0,261.0,396.0,91.0,-118.13,34.02,2.9044,172900.0,<1H OCEAN
529,73.0,171.0,1901.0,394.0,-119.28,37.11,3.0729,144600.0,INLAND
530,73.0,208.0,432.0,87.0,-120.59,38.53,3.6125,100000.0,INLAND
531,73.0,131.0,303.0,69.0,-118.37,33.98,4.3438,331800.0,<1H OCEAN
532,73.0,206.0,336.0,68.0,-121.22,37.93,4.75,121400.0,INLAND
533,73.0,154.0,348.0,79.0,-122.25,37.5,4.7708,253800.0,NEAR OCEAN
534,73.0,213.0,476.0,67.0,-122.01,38.36,7.1053,315200.0,INLAND
535,74.0,174.0,521.0,118.0,-116.86,33.84,2.7788,91100.0,INLAND
536,74.0,317.0,586.0,125.0,-120.09,34.61,2.8906,84400.0,NEAR OCEAN
537,74.0,131.0,360.0,96.0,-123.01,38.8,3.5156,133300.0,<1H OCEAN
538,74.0,234.0,540.0,110.0,-121.76,38.94,3.6111,67500.0,INLAND
539,74.0,138.0,255.0,63.0,-122.11,37.4,4.6591,175000.0,NEAR BAY
540,74.0,249.0,534.0,88.0,-117.88,33.7,5.3254,240500.0,<1H OCEAN
541,74.0,183.0,489.0,82.0,-116.57,33.64,6.2702,345500.0,INLAND
542,75.0,253.0,408.0,82.0,-119.45,36.09,2.0313,112500.0,INLAND
543,75.0,269.0,177.0,59.0,-118.04,34.07,2.3611,131300.0,<1H OCEAN
544,75.0,233.0,355.0,81.0,-119.83,36.71,2.4167,73900.0,INLAND
545,75.0,182.0,381.0,89.0,-116.08,33.86,2.425,76100.0,INLAND
546,75.0,227.0,412.0,75.0,-121.11,37.43,2.5,74200.0,INLAND
547,75.0,308.0,351.0,81.0,-122.41,37.76,2.6667,325000.0,NEAR BAY
548,75.0,146.0,465.0,83.0,-121.99,37.81,4.9018,188500.0,<1H OCEAN
549,75.0,199.0,434.0,74.0,-118.21,34.16,5.9199,420500.0,<1H OCEAN
550,75.0,219.0,568.0,91.0,-122.15,37.45,6.1575,500001.0,NEAR BAY
551,75.0,253.0,629.0,76.0,-117.9,34.05,7.6286,330400.0,<1H OCEAN
552,75.0,212.0,436.0,70.0,-122.12,37.29,8.6196,500001.0,<1H OCEAN
553,75.0,163.0,421.0,64.0,-122.52,37.92,14.5833,500001.0,NEAR BAY
554,76.0,356.0,180.0,89.0,-118.25,34.02,2.1944,158300.0,<1H OCEAN
555,76.0,312.0,193.0,45.0,-117.38,34.2,3.7578,137500.0,INLAND
556,76.0,197.0,2146.0,361.0,-120.2,39.12,4.1316,200000.0,INLAND
557,76.0,185.0,520.0,83.0,-122.39,37.57,6.4865,450000.0,NEAR OCEAN
558,77.0,152.0,453.0,117.0,-120.74,39.39,1.3523,85700.0,INLAND
559,77.0,247.0,335.0,89.0,-121.22,37.8,1.6111,74100.0,INLAND
560,77.0,152.0,335.0,83.0,-122.27,37.85,2.2841,106300.0,NEAR BAY
561,77.0,391.0,431.0,85.0,-121.63,38.67,2.625,225000.0,INLAND
562,77.0,264.0,432.0,102.0,-122.12,37.64,3.8875,228100.0,NEAR BAY
563,77.0,268.0,406.0,71.0,-118.25,33.89,3.9,115800.0,<1H OCEAN
564,77.0,148.0,347.0,82.0,-122.05,37.39,4.4531,350000.0,<1H OCEAN
565,77.0,234.0,222.0,54.0,-118.31,33.98,5.1136,111700.0,<1H OCEAN
566,77.0,267.0,503.0,70.0,-121.25,38.68,6.1943,276100.0,INLAND
567,77.0,243.0,534.0,85.0,-118.75,34.33,8.2787,330000.0,<1H OCEAN
568,78.0,231.0,431.0,90.0,-122.36,40.57,2.184,77300.0,INLAND
569,78.0,222.0,320.0,73.0,-120.7,36.99,2.9271,87500.0,INLAND
570,78.0,163.0,1669.0,348.0,-120.15,39.15,5.75,176600.0,INLAND
571,79.0,382.0,461.0,101.0,-121.27,37.96,1.275,54000.0,INLAND
572,79.0,295.0,269.0,74.0,-118.28,33.93,2.2969,90600.0,<1H OCEAN
573,79.0,171.0,391.0,74.0,-121.32,38.01,2.7045,102800.0,INLAND
574,79.0,191.0,564.0,72.0,-122.21,37.42,11.9666,500001.0,NEAR OCEAN
575,80.0,315.0,309.0,121.0,-121.63,36.65,1.6071,112500.0,<1H OCEAN
576,80.0,139.0,531.0,112.0,-122.28,38.29,1.9875,325000.0,NEAR BAY
577,80.0,216.0,303.0,78.0,-119.0,35.37,2.2212,55500.0,INLAND
578,80.0,102.0,243.0,75.0,-119.14,34.23,2.5714,500001.0,NEAR OCEAN
579,80.0,216.0,518.0,108.0,-123.48,40.34,2.7083,64500.0,INLAND
580,80.0,239.0,397.0,89.0,-116.92,33.63,2.8125,143800.0,INLAND
581,80.0,211.0,422.0,79.0,-117.16,32.8,3.0625,159700.0,NEAR OCEAN
582,80.0,246.0,439.0,84.0,-121.0,39.09,3.0781,162500.0,INLAND
583,80.0,239.0,431.0,86.0,-120.69,37.77,3.3182,282100.0,INLAND
584,80.0,266.0,294.0,67.0,-117.93,34.12,3.5385,134400.0,INLAND
585,80.0,187.0,1616.0,324.0,-118.91,36.79,3.7857,78600.0,INLAND
586,80.0,202.0,1480.0,241.0,-120.1,39.19,3.9375,213200.0,INLAND
587,80.0,282.0,330.0,76.0,-122.18,37.75,4.0469,80700.0,NEAR BAY
588,80.0,330.0,393.0,76.0,-117.1,32.58,4.1029,122700.0,NEAR OCEAN
589,81.0,272.0,382.0,86.0,-117.92,33.83,1.425,212500.0,<1H OCEAN
590,81.0,302.0,408.0,102.0,-122.36,37.95,1.8333,69800.0,NEAR BAY
591,81.0,375.0,278.0,91.0,-116.25,33.75,2.025,50000.0,INLAND
592,81.0,327.0,418.0,82.0,-123.16,39.1,2.775,120800.0,<1H OCEAN
593,81.0,263.0,508.0,93.0,-120.86,37.73,3.1136,183300.0,INLAND
594,81.0,196.0,378.0,78.0,-117.84,33.76,3.6806,219400.0,<1H OCEAN
595,81.0,220.0,564.0,96.0,-118.85,34.17,4.5625,318800.0,<1H OCEAN
596,81.0,287.0,392.0,109.0,-122.34,37.97,6.0426,110000.0,NEAR BAY
597,82.0,226.0,352.0,105.0,-120.91,39.39,1.6094,79500.0,INLAND
598,82.0,249.0,223.0,80.0,-118.24,34.07,1.6136,137500.0,<1H OCEAN
599,82.0,274.0,572.0,109.0,-122.3,37.81,1.8516,85000.0,NEAR BAY
600,82.0,198.0,268.0,75.0,-122.35,37.93,3.2222,156300.0,NEAR BAY
601,82.0,252.0,410.0,76.0,-122.1,37.65,4.5303,175000.0,NEAR BAY
602,82.0,199.0,739.0,125.0,-116.98,34.07,4.8958,117500.0,INLAND
603,82.0,215.0,553.0,100.0,-116.91,34.0,5.5,193800.0,INLAND
604,83.0,380.0,151.0,83.0,-118.19,33.98,1.4224,189600.0,<1H OCEAN
605,83.0,235.0,340.0,74.0,-124.15,40.81,1.75,67500.0,NEAR OCEAN
606,83.0,248.0,452.0,80.0,-118.02,34.1,1.9688,226000.0,INLAND
607,83.0,416.0,605.0,159.0,-120.35,37.31,2.0,87500.0,INLAND
608,83.0,522.0,470.0,105.0,-119.11,34.17,2.0368,243800.0,NEAR OCEAN
609,83.0,155.0,394.0,94.0,-121.22,38.58,2.233,55000.0,INLAND
610,83.0,460.0,349.0,124.0,-117.96,34.02,2.375,133300.0,<1H OCEAN
611,83.0,219.0,435.0,96.0,-120.83,37.76,2.9125,112500.0,INLAND
612,83.0,287.0,608.0,108.0,-121.2,38.02,3.3882,125000.0,INLAND
613,83.0,191.0,529.0,116.0,-120.0,38.92,3.5,103600.0,INLAND
614,83.0,244.0,467.0,,-121.02,37.48,4.1346,187500.0,INLAND
615,83.0,433.0,325.0,60.0,-118.44,34.26,5.5124,174300.0,<1H OCEAN
616,83.0,236.0,633.0,91.0,-121.23,38.09,6.4562,230000.0,INLAND
617,84.0,265.0,642.0,203.0,-122.79,39.02,1.8833,96900.0,INLAND
618,84.0,401.0,173.0,87.0,-119.79,36.74,2.1094,75000.0,INLAND
619,84.0,134.0,360.0,124.0,-121.87,37.3,2.7411,112500.0,<1H OCEAN
620,84.0,275.0,1611.0,239.0,-117.13,33.89,3.5781,244400.0,INLAND
621,84.0,208.0,371.0,74.0,-122.0,38.73,3.875,137500.0,INLAND
622,84.0,229.0,508.0,111.0,-118.93,34.82,4.0332,128300.0,INLAND
623,84.0,248.0,388.0,83.0,-118.46,34.0,5.1664,326700.0,<1H OCEAN
624,84.0,235.0,583.0,88.0,-122.29,37.92,5.943,288200.0,NEAR BAY
625,84.0,623.0,456.0,91.0,-117.9,33.66,6.6369,192600.0,<1H OCEAN
626,84.0,162.0,358.0,87.0,-118.43,33.86,7.1264,500001.0,NEAR OCEAN
627,85.0,154.0,287.0,119.0,-121.29,37.96,0.8738,75000.0,INLAND
628,85.0,396.0,249.0,78.0,-122.27,37.8,1.2434,500001.0,NEAR BAY
629,85.0,276.0,319.0,120.0,-120.99,37.63,2.4792,60000.0,INLAND
630,85.0,215.0,1127.0,225.0,-121.06,40.23,3.4844,143800.0,INLAND
631,85.0,2886.0,447.0,95.0,-117.63,33.94,4.2578,183300.0,INLAND
632,85.0,156.0,403.0,77.0,-119.28,34.27,4.6667,384600.0,NEAR OCEAN
633,85.0,254.0,494.0,81.0,-121.77,37.74,9.1531,418800.0,INLAND
634,86.0,274.0,434.0,110.0,-119.01,35.38,1.1944,57500.0,INLAND
635,86.0,246.0,686.0,127.0,-122.63,38.95,1.7083,77300.0,INLAND
636,86.0,384.0,508.0,108.0,-117.76,34.06,1.9583,92600.0,INLAND
637,86.0,401.0,321.0,101.0,-118.2,34.06,2.1029,109400.0,<1H OCEAN
